	Summary	Job Title	Date	Overall Rating	Pros	Cons
2138	Vibrant working Place	 IT Procurement Specialist	18 Mar 2022	5.0	great benefit, employee development, good leader	fast paced, need to adapt quickly, so not really a cons if you used with this
2139	Data Analyst	 Data Analyst	17 Mar 2022	5.0	good work life balance, chill	I did not find any cons so far
2140	Overall good	 Marketing Associate	17 Mar 2022	4.0	Good working culture with demonstrated leadership & open door policy. Suitable for people who are ready to go all out, highly passionate and will be motivated by e-commerce. Colleagues are easy to talk to, workflows are clear, company provides good perks.	None so far. Set your own objectives of where to progress, as the team is huge. Otherwise you will headway to becoming a singled-skilled worker on repetitive task.
2141	Salary	 Anonymous Employee	17 Mar 2022	5.0	Can learn how to deal with customers	Meet many weird people when dealing with customers
2142	Excellent Colleagues	 Learning And Development Specialist	17 Mar 2022	5.0	Young and energetic teammates who are well intentioned	Be prepared for plenty of organisational change
2143	Silent work, silo work, solo work	 Anonymous Employee	17 Mar 2022	3.0	"- Great place to learn and grow career
- Processes are structured and efficient
- Pay is quite decent"	"- OT culture is real
- Lack of engagement from manager and senior teammates
- No expectations set, no feedback sessions or 3-month progression for newcomers. Only time they talk to you is during weekly work meetings
- Not tolerant to newcomers making mistakes"
2144	Quite good experience working here	 Business Development Incubation Interview	17 Mar 2022	5.0	Overall environment and company benefits is very good.	Might need to be standby and ot during peak days. Sometimes work is very routine and repeating.
2145	Design culture	 Ui\Ux Designer	16 Mar 2022	2.0	design culture is good, teammates are very easy-going	have some communication issues in terms of languages, a lot of people preferred speaking mandarine
2146	Intense!	 Associate Product Manager	16 Mar 2022	4.0	"Very fun and collaborative workplace. 
You don’t feel stressed working in the office
Free snacks everywhere. Awesome pantry. 
Workplace is highly accessible. 
Competitive remuneration
Chance to grow and have career advancements
Overall a good place to work 
Bonus and increment is fair"	"Work life balance is not the best. 
Working outside office hours is a norm. 
No clear visibility on other team members on who does what so a lot of blindfolded reach out to colleagues from other teams to get clarification. 
Workload is manageable, only if you know how to manage your time well. Stretched most of the time (new department so still hiring)"
2147	great place to start	 Anonymous Employee	16 Mar 2022	5.0	great enviroment, great place develop,	fee does not pretty well
2148	Good	 Cross Border E-Commerce	16 Mar 2022	4.0	Good, perfect, recommend, best sallary	Monoton, stuck, but all good
2149	Good place to explore	 Relationship Management	16 Mar 2022	4.0	good teamwork, good opportunity to explore, good additional benefit	workload and some manual work
2150	Life at Shopee	 Administrative	16 Mar 2022	5.0	give a such good experience	more longer contract for PKWT employee
2151	"""Fun"" and youthful environment, still far from having efficient systems"	 Key Account Manager (KAM)	16 Mar 2022	4.0	Fun environment if you're into the youthful and college-like environment. Fulfilling when your assigned accounts do well during campaigns.	Very low pay for the workload. Not a lot of solid internal systems in place yet, feels more like a start-up still than big corporate. Some employees have a clear dislike towards their role/company which reflects on their outputs and the way they communicate with internal stakeholders. Seller-facing roles like KAM and RMs can be very stressful as you will be treated like customer service by your assigned accounts.
2152	Trainee	 Business Development	15 Mar 2022	4.0	Energetic and professional environment to work	Must to overtime without salary
2153	nice for fresh graduates	 Recruiter	15 Mar 2022	4.0	free lunch and snacks, 12 annual leave days, birthday leave.	no annual increment, heavy workload.
2154	Good working environment	 Senior Software Engineer	15 Mar 2022	5.0	Fast-growing business and big team	I haven't found any cons
2155	Good enough	 Operations Manager	15 Mar 2022	3.0	"-start up vibes
-flexible culture
-growth is sure to happen due to changing global dynamic"	"-toxic depending on bosses
-long hours"
2156	Good place to work	 Product Manager	15 Mar 2022	4.0	Advanced chinese e-commerce company, mainly Chinese speaking at tech side	Can be stressful at times when things are being rushed
2157	Key Account Management	 Key Account Management	15 Mar 2022	3.0	Good benefits and increment, young & energized culture	No work life balance, never ending campaigns and highly stressful
2158	Work life balance	 Senior Associate	15 Mar 2022	4.0	"Wor life balance is okay. From all companies that I worked with Shopee is surprisingly one of the best in this field
they genuinely care for their ppl."	Too secretive. Sometimes it feels like shooting in the dark with your strategies that can be superseded anytime
2159	Challenging Yet Excellent For Your Brain	 Senior Associate, Product Management	15 Mar 2022	5.0	"Value your experience and skills
Appreciate your commitment
Great teamwork and excellent communication"	We need to run fast to adapt with the hustle environments. Every second counts!
2160	Stressful	 Relationship Manager	14 Mar 2022	3.0	Nice working environment, friendly environment	Heavy workload , fast paced ,
2161	Just a normal company	 Web Developer	14 Mar 2022	2.0	"- high salary
- many young people"	"- 361 performance review
- work overtime"
2162	Good for a first job	 Marketing Analyst	14 Mar 2022	3.0	Very fun culture not too different from an org, you get gifts from the company every double double, good benefits every spike day, overtime pay	REQUIRED overtime from midnight onwards, can reach up til 3am, not much mentorship as everyone is too busy, undermanned so you're doing multiple jobs, and it is always crunch time due to all the requirements so you don't get much rest at all
2163	Good growth	 Business Development Manager	14 Mar 2022	4.0	Freedom and ownership given to give suggestions and run initiatives, Fast-paced	Long working hours especially during campaign period
2164	Ok	 Analyst	14 Mar 2022	4.0	Good environment and people team	Very Stressful during campaign period
2165	nice work environment	 Associate Product Manager	14 Mar 2022	5.0	nice colleague and reported manager	it's actually the supportive role
2166	Good	 Product Manager	14 Mar 2022	5.0	Nice place, culture is good	Work life balance can be improved
2167	Bad experience	 Delivery Driver	13 Mar 2022	1.0	"own comfort
own time own target"	"many rules to follow
sometimes not your fault also penalise"
2168	Flexible Working Schedule	 Senior Analyst	13 Mar 2022	4.0	Work From Home Allowances Flexible Work	No career growth for more senior employees
2169	Junior Associate at Shopee	 Junior Associate	13 Mar 2022	2.0	Strong local support, and good side benefits	Not a fan of the culture, basically asking us to work no matter what. Unpaid after working hour work, too many levels of micro management (hard to get final decision bcs it will take days)
2170	Good working environment	 Talent Acquisition	13 Mar 2022	4.0	"Fast pace working environment
Good benefit"	May have to overtime when campaign is coming
2171	Na	 Senior Marketing Manager	13 Mar 2022	5.0	Good for quick and fast growth	Not much to say here
2172	Hectic	 Operations Associate	13 Mar 2022	3.0	The base salary offered will normally be more than average companies	They'll make sure you work more than what you paid for
2173	-	 Marketing Specialist	13 Mar 2022	4.0	Good Benefits and fun colleagues. Work force is young in general.	Compensations and Benefits doesn't pay well
2174	Good company but too manual work cos start up.	 Team Assistant	13 Mar 2022	2.0	Snacks, work from home and 18 days leave.	Too much manual work. Nothing automated. People are drained. High turnover rate
2175	So-so	 Senior Business Development Associate	12 Mar 2022	3.0	- Good industry to gain experience	"- Learning opportunities at the mercy of your direct manager
- Lots of red tape and redundant processes"
2176	Good company but unequal job advancement opportunities	 Team Assistant	11 Mar 2022	3.0	decent pay and benefits. good working environment.	Company don't really focus on progressing team assistant
