	Summary	Job Title	Date	Overall Rating	Pros	Cons
1395	Lazada turn one's heart cold.	 	4 Jan 2018	1.0	You can have good colleagues who can fight with you side by side at work. It's unfortunate they don't last long due to the state the company is in.	Employees who can contribute to the company are not valued - unclear career path, lack of training & development programs, not even basic mentoring by seniors can be seen. Management communications are especially weak and unclear - most things are done and decided 'in secret' by senior management without communicating to lower level staff who are extremely frustrated by all the changes, no efforts are made to retain leaving employees who have contributed a lot to the company, high turnover is prevalent. Situation is so bad that people are leaving without even wanting to wait for their bonuses. Lazada culture and way of people management? Simply replacing employees as they go - they are just working machines. All of these mentioned are also so prevalent in the company regional HR department which is deemed as the core support pillar in the region. Just think how can a company actually succeed when even its own HR people are leaving the ship and good ones have already left? This is extremely disheartening and truly turn one heart's cold.
1396	Life at Lazada	 Operations Excellence Analyst	29 Dec 2017	4.0	Many chance to explore about e-commerce, challenging environment yet comfortable.	Unclear career path and un-align one and another division.
1397	Business Analyst	 Business Analyst	15 Dec 2017	3.0	"1. young, fast-paced with many opportunities
2. very nice colleagues
3. nice office (in Vietnam)"	"1. Expats get promoted too fast & too easily, some of them are undeserving
2. Management focus too much on their short term targets (in order to show off) instead of doing something that really makes sense
3. Work-life balance"
1398	Data Engineer	 Data Engineer	10 Dec 2017	3.0	Have lots room to improve thing because they are not that good. Ali transition time. The company still growing.	"They said that the company is still startup but the way they are doing business is some kind of big corps. Lots of procedure to get the job done. Not good at hiring. 
Politics."
1399	UNFAIR	 Anonymous Employee	5 Dec 2017	1.0	The environment there is good.	The agencies are unfair. We workedbso hard and then are wage is delayed for 4 days. Some regulars are too boastful they dont listen to others and have the audacity to fire a employee even their working.
1400	Unfair promotions	 Anonymous Employee	29 Nov 2017	3.0	Good place to learn.. Fast paced and challenging.. Time is flexible.. Whole company works in the same direction.. Friendly collegues	Too much unfairness when it comes to promotions or recognising talent.. You will definitely be promoted no matter how bad u r if you are white.. Even if you do a better job.. Company will take initiative to fix it but nothing  will materialise
1401	nothing impossible in this company	 Anonymous Employee	25 Nov 2017	2.0	"Quick react  
Risk taking company
Error acceptable level is high
Good for young people or non subject matter expert to join"	"Unfair culture, relationship is more important
Non organized structure
Not the right ppl to do the right thing
Good pay if you are friend or referral from management"
1402	Software developer	 Anonymous Employee	24 Nov 2017	4.0	Very good working environment with beauty view and food and drink	Culture is not too good
1403	Fast Tempo, but it will get to you	 Senior Manager	24 Nov 2017	4.0	"High paced working environment 
Fast growing company 
Good chances of gaining work experience
Good for intellectual fresh grads"	Team spirit can be weak. Increments are bad. Bonuses are bad. Seems like top mgmt are only for self preservation. Likes to take half baked measures to launch then reconcile and stress up more ppl.
1404	data analyst	 Data Analyst	22 Nov 2017	4.0	A good environment of working	bad working hours per day
1405	Good place to work	 Regional Content Controller	19 Nov 2017	5.0	Very young and active working environment.	Work life balance can get a little difficult to manage, specially during the campaign time.
1406	All good and work life balance	 Anonymous Employee	19 Nov 2017	5.0	Nice working place , high tech company	Some people are quite hard to change their mindset
1407	One of the best employer	 Senior Systems Engineer	18 Nov 2017	5.0	Management was trying to understand what we want. They asked for our opinion on most of the decisions (eg. office relocation, office look, etc).	In 2016, Company size getting bigger and we need bigger office. Now, it might be different as I heard they're planning on moving to new location.
